ID_Reserva,Sexo,Tipo_Habitacion,Motivo_Viaje,Comentario_Positivo,Comentario_Negativo,Reseña_Completa,Rating
63616,M,Triple,TURISMO,muy bien ubicado cerca al centro,habia mucho ruido en la noche,"Muy bien ubicado cerca al centro, pero habia mucho ruido en la noche.",3
15953,M,Sencilla,NEGOCIO,,el baño tenia problemas,El baño tenia problemas.,1
9564,F,Sencilla,SALUD,muy bien ubicado cercaal centro,,Muy bien ubicado cercaal centro. Buen hotel.,4
53521,M,Doble (1 cama),PERSONAL,cumple con lo que promete,la cama np era muy comoda,"Cumple con lo que promete, eso sí la cama np era muy comoda.",3
65454,F,Triple,TURISMO,excelente ubicacion cerca a todo,el precio era algo elevado para lo que ofrece,Excelente ubicacion cerca a todo. El precio era algo elevado para lo que ofrece.,4
10710,F,Doble Twin (2 camas),SALUD,la piscina estaba muy bien,había mucho ruido en la noche y la atención pudo ser mejor,La verdad había mucho ruido en la noche y la atención pudo ser mejor. La piscina estaba muy bien.,3
76631,F,Triple,SALUD,el personal fue amable,,El personal fue amable.,4
83502,M,Doble Twin (2 camas),SALUD,lss toallas y ropa de cama limpias,se escuchaba todo del pasillo y el baño tenía problemas,Lss toallas y ropa de cama limpias. aunque se escuchaba todo del pasillo y el baño tenía problemas.,5
90974,M,Doble (1 cama),SALUD,habitacion espaciosa y limpia,el desayuno no fue lo esperado,Pero la verdad el desayuno no fue lo esperado. Habitacion espaciosa y limpia.,3
8026,M,Triple,DEPORTIVO,,la tv no funcionaba bien,Pues La tv no funcionaba bien.,1
20887,M,Doble (1 cama),PERSONAL,,la comida se demoro bastante,La verdad La comida se demoro bastante.,3
20555,M,Doble (1 cama),DEPORTIVO,,,estuvo ok,5
74772,F,Doble (1 cama),SALUD,muy buen hotel en general,había mucho ruido en la noche y la atención pudo ser mejor,"Muy buen hotel en general, eso sí había mucho ruido en la noche y la atención pudo ser mejor.",3
40824,F,Sencilla,OTRO,muy bien uubicsdo cerca al centro,el wifi era muy lento,Muy bien uubicsdo cerca al centro. pero la verdad el wifi era muy lento.,3
12164,M,Doble (1 cama),DEPORTIVO,cumple con lo que promete,los muebles estaban algo deteriorados,Cumple con lo que promete. Los muebles estaban algo deteriorados.,3
33530,M,Sencilla,TURISMO,las camas eran cómodas,,Las camas eran cómodas. Sin quejas.,5
16525,M,Cuádruple,DEPORTIVO,buena relacion calidad precio,el baño estaba algo descuidado,Buena relacion calidad precio. pero la verdad el baño estaba algo descuidado.,4
74147,M,Sencilla,TURISMO,la ubicacion es muy buena,,La ubicacion es muy buena. Volvería.,4
55548,M,Triple,SALUD,la habitación eStaba limpia,,La habitación estaba limpia. Buen hotel.,4
80471,M,Doble (1 cama),TURISMO,las camas eran cómodas,el personal no fue muy atento,Las camas eran cómodas. El personal no fue muy atento.,3
79135,F,Triple,PERSONAL,me gustó elserviciio,el servicio fue algo demorado,Me gustó elserviciio. pero el servicio fue algo demorado.,4
82057,F,Sencilla,OTRO,,,nada especial la verdad.,4
30581,M,Sencilla,DEPORTIVO,el personal fue muy amable,la tv no funcionaba bien,El personal fue muy amable. aunque la tv no funcionaba bien.,3
69494,M,Sencilla,DEPORTIVO,la ubicacion es muy buena,la puerta no cerraba bien,"La ubicacion es muy buena, la verdad la puerta no cerraba bien.",3
50856,M,Triple,TURISMO,,,nada especial la verdad.,5
60049,M,Sencilla,TURISMO,,falta mantenimiento en algunas areas y el personal nofue muy aatento,Falta mantenimiento en algunas areas y el personal nofue muy aatento.,2
59028,F,Sencilla,SALUD,el personal hizo todo lo posible por ayudar,el baño tenia problemas,El personal hizo todo lo posible por ayudar. El baño tenia problemas.,3
39974,M,Sencilla,DEPORTIVO,el colchon era comodisimo,no pude dormir bien por el ruido,Igual no pude dormir bien por el ruido. El colchon era comodisimo.,4
78139,M,Sencilla,TURISMO,muy buen hotel en general,,Muy buen hotel en general. Buen hotel.,4
57207,F,Doble Twin (2 camas),TURISMO,,habia humedad en el cuarto,La verdad Habia humedad en el cuarto,1
41026,M,Doble (1 cama),SALUD,el parqueadero fue util,,El parqueadero fue util. Buen hotel.,5
75531,F,Sencilla,DEPORTIVO,excelenteubicacion cerca a todo,el baño estaba algodescuidado,Excelenteubicacion cerca a todo. pero la verdad el baño estaba algodescuidado.,3
82399,M,Doble (1 cama),SALUD,el colchon era comodisimo,,El colchon era comodisimo.,4
8894,F,Doble Twin (2 camas),TURISMO,la ubIcacion es muy buena,el servicio fue algo demorado,La ubicacion es muy buena. eso si el servicio fue algo demorado.,3
80905,F,Triple,TURISMO,el colchon ers comodisimo,había mucho ruido en la noche y la atención pudo ser mejor,Eso si había mucho ruido en la noche y la atención pudo ser mejor. El colchon ers comodisimo.,3
98004,F,Triple,OTRO,el checck in fue rapido,no pude dormir bien por el ruido y la comida se demoró bastante,El checck in fue rapido. No pude dormir bien por el ruido y la comida se demoró bastante.,5
14006,M,Triple,NEGOCIO,excelente ubicación cerca a todo,no pude dormir bien por el ruido y la comida se demoró bastante,Excelente ubicación cerca a todo. No pude dormir bien por el ruido y la comida se demoró bastante.,3
28235,F,Doble (1 cama),DEPORTIVO,la ubicación es muy buenA,la comida llego fria,"La ubicación es muy buena, eso si la comida llego fria.",5
82987,M,Doble (1 cama),DEPORTIVO,la recepcion fue muy cordial,,La recepcion fue muy cordial.,4
28659,F,Doble Twin (2 camas),DEPORTIVO,,demorado el servicio de habitaciones,Pues Demorado el servicio de habitaciones.,2
35687,F,Doble Twin (2 camas),TURISMO,muybuen hotel en general,,Muybuen hotel en general.,4
87563,M,Triple,NEGOCIO,la ubicación es muy buena,,La ubicación es muy buena.,4
11641,M,Doble (1 cama),NEGOCIO,la habitación estaba limpia,demorado ell servicio de habitaciones,"La habitación estaba limpia, eso sí demorado ell servicio de habitaciones.",4
21585,F,Doble (1 cama),TURISMO,habitacion espaciosa y limpia,se escuchaba todo del pasillo y el baño tenía problemas,"Habitacion espaciosa y limpia, igual se escuchaba todo del pasillo y el baño tenía problemas.",3
32439,M,Sencilla,SALUD,la ubicación es muy buena,la puerta no cerraba bien,Aunque la puerta no cerraba bien. La ubicación es muy buena.,3
23782,F,Doble (1 cama),PERSONAL,,el servicio fue algo deemorado,Purs Elservicio fue algo deemorado.,5
73350,F,Sencilla,SALUD,el cuarto era amplio,se escuchaba todo del pasillo y el baño tenía problemas,"El cuarto era amplio, sin embargo se escuchaba todo del pasillo y el baño tenía problemas.",3
10838,F,Doble (1 cama),TURISMO,el personal fue muy amable,,El personal fue muy amable. Volvería.,4
21517,F,Doble Twin (2 camas),SALUD,el parqueadero fuee utill,,El parqueadero fuee utill.,5
1350,M,Doble (1 cama),NEGOCIO,,el cplchon estaba algo viejo,El cplchon estabba algo viejo,2
54545,F,Sencilla,NEGOCIO,ambiente tranquilo y agradable,la comida se demoro bastante,Igual la comida se demoro bastante. Ambiente tranquilo y agradable.,4
60048,M,Doble Twin (2 camas),DEPORTIVO,ambiente tranquilo y agradable,el wifi era muy lento,Ambiente tranquilo y agradable. sin embargo el wifi era muy lento.,4
91357,M,Doble (1 cama),TURISMO,,se escuchaba todo del pasillo y en recepción se demoraron demasiado,Seescuchaba todo del pasillo y en recepción se demoraron demasiado.,4
78832,M,Doble Twin (2 camas),OTRO,muy bonitas las areas comunes,se escuchaba todo del pasillo y el baño tenía problemas,"Muy bonitas las areas comunes, pero la verdad se escuchaba todo del pasillo y el baño tenía problemas.",3
62592,M,Doble Twin (2 camas),DEPORTIVO,ambiente tranquilo y agradable,,Ambiente tranquilo y agradable. Buen hotel.,4
39175,M,Doble (1 cama),TURISMO,precio justo por lo que ofrece,el servicio fue algo demorado,Precio justo por lo que ofrece. sin embargo el servicio fue algo demorado.,3
5278,M,Triple,TURISMO,buena relacIon calidad precio,no pude dormir bien por el ruido,Buena relacion calidad precio. igual no pude dormir bien por el ruido.,3
31340,F,Cuádruple,TURISMO,,se escuchaba todo del pasillo,Pues Se escuchaba todo del pasiLlo.,4
38762,F,Doble Twin (2 camas),OTRO,la piscina estaba muuybien,habia olor raro en la habitacion,Igual habia olor raro en la habitacion. La piscina estaba muuybien.,3
93662,M,Doble Twin (2 camas),NEGOCIO,todo estuvo bien en geneeral,no habia agua caliente en la mañana,Todo estuvo bien en geneeral. No habia agua caliente en la mañana.,3
38056,M,Sencilla,TURISMO,,no pude dormir bien por el ruido y la comida se demoró bastante,No pude dormir bien por el ruido y la comida se demoró bastante.,3
93141,M,Doble (1 cama),DEPORTIVO,me gustó el servicio,problemas con el agua caliente,Me gusto el servicio. aunque problemas con el agua caliente.,3
60510,M,Sencilla,NEGOCIO,muy buena vista desde la habitacion,demasiado ruido externo y el desayuno nofue lo esperado,Muy buena vista desde la habitacion. eso sí demasiado ruido externo y el desayuno nofue lo esperado.,3
10329,M,Doble (1 cama),TURISMO,buena ubicacion para moverse por la ciudad,,Buena ubicacion para moverse por la ciudad.,4
91096,F,Doble Twin (2 camas),NEGOCIO,,la comida llego fria,Pues La comida llego fria.,5
31595,M,Doble Twin (2 camas),PERSONAL,el colchon era comodisimo,demasiado ruIdo externo,Sin embargo demasiado ruIdo externo. El colchon era comodisimo.,3
35675,M,Doble Twin (2 camas),SALUD,el personal fue amable,se escuchaba todo del pasillo y en recepción se demoraron demasiado,El personal fue amable. Se escuchaba todo del pasillo y en recepción se demoraron demasiado.,3
82927,M,Triple,SALUD,,no habia agua caliente en la mañana,No habia agua caliente en la mañana.,3
78304,M,Doble Twin (2 camas),SALUD,,demasiado ruido externo y el desayuno no fue lo esperado y el servicio fue algo demorado,Honestamente Demasiado ruido externo y el desayuno no fue lo esperado y el servicio fue algo demorado.,2
87662,F,Doble (1 cama),NEGOCIO,ambiente tranquilo y agradable,demasiado ruido externo y el desayuno no fuelo esperado,"Ambiente tranquilo y agradable, aunque igual demasiado ruiido externo y el desayuno no fuelo esperado",3
26928,F,Doble Twin (2 camas),TURISMO,el personal fue amable,habia humedad en el cuarto,La verdad habia humedad en el cuarto. El personal fue amable.,3
56723,M,Sencilla,SALUD,el personal fue amable,la atencion pudo sermejoor,"El personal fue amable, sin embargo la atencion pudo sermejoor.",3
16043,M,Cuádruple,OTRO,,,nada especial lla verdad.,5
72376,F,Doble Twin (2 camas),DEPORTIVO,,no pude dormir bien por el ruido y el baño estaba algo descuidado,Pues No pude dormir bien por el ruido y el baño estaba algo descuidado.,2
30466,M,Sencilla,OTRO,el restaurante del hotel estuvo rico,,El restaurante del hotel estuvo rico. Lo recomiendo.,4
85886,M,Sencilla,OTRO,el check in fue rspido,,El check in fue rspido.,2
20528,F,Doble Twin (2 camas),TURISMO,,,"regular, ni muy bien ni muy mal.",5
35816,M,Sencilla,DEPORTIVO,excelente ubicación cerca a tOdo,hsbia olor raro en la habitacion,Excelente ubicación cerca a todo. aunque igual hsbia olor raro en la habitacion.,5
19643,F,Triple,TURISMO,,falta mantenimiento en algunas areas y la puerta no cerraba bien,Pues Falta mantenimiento en algunas areas y la puerta no cerraba bien.,2
10359,M,Triple,OTRO,la ubicacion es muy buena,lalimpieza podria mejorar,Eso si lalimpieza podria mejorar. La ubicacion es muy buena.,2
8816,F,Sencilla,DEPORTIVO,las camas eran comodas,el aire acondicionado hacia ruido,"Las camas eran comodas, eso si el aire acondicionado hacia ruido.",3
22747,M,Triple,NEGOCIO,cumple con llo que promete,en recepcion se demoraron demAsiado,Cumple con llo que promete. En recepcion se demoraron demasiado.,3
41319,F,Triple,TURISMO,las camas eran cómodas,el precio era algo elevado para lo que ofrece,Las camas eran cómodas. pero la verdad el precio era algo elevado para lo que ofrece.,4
78993,F,Doble Twin (2 camas),TURISMO,,había mucho ruido en la noche y la atención pudo ser mejor,La verdad Había mucho ruido en la noche y la atención pudo ser mejor.,3
99167,F,Sencilla,NEGOCIO,el personal superr amable y atento,demorado el servicio de habitaciones,El personal superr amable y atento. Demorado el servicio de habitaciones.,3
75607,F,Doble Twin (2 camas),NEGOCIO,la habitacion estaba limpia,problemas con el agua caliente y habia humedad en el cuarto,"La habitacion estaba limpia, eso si problemas con el agua caliente y habia humedad en el cuarto.",1
38828,M,Sencilla,PERSONAL,la habitación estaba limpia,la comida llego friia,La habitación estaba limpia. aunque la comida llego friia.,2
58560,M,Triple,TURISMO,la piscina estaba muy bien,demasiado ruido externo y la limpieza podria mejorar,Aunque igual demasiado ruido externo y la limpieza podria mejorar. La piscina estaba muy bien.,1
17299,M,Doble (1 cama),DEPORTIVO,me parecio un hotel muy completo,el parqueadero era muy pequeño,Aunque el parqueadero era muy pequeño. Me parecio un hotel muy completo.,4
62433,F,Doble (1 cama),SALUD,las camas eran comodas,,Las camas eran comodas. Sin quejas.,4
91266,M,Cuádruple,PERSONAL,todo estuvo bien en general,el personal no fue muy atento,Sin rmbargo el personal no fue muy atento. Todo estuvo bien en general.,3
40857,F,Sencilla,DEPORTIVO,muy buen hotel en general,,Muy buen hotel en general.,4
92715,F,Doble (1 cama),DEPORTIVO,las camas eran comodas,en recepcion se demoraron demasiado y el colchon estaba algo viejo,Las camas eran comodas. En recepcion se demoraron demasiado y el colchon estaba algo viejo.,2
53757,M,Sencilla,PERSONAL,el wifi funcionaba bien,la tv no funcionaba bienn,El wifi funcionaba bien. igual la tv no funcionaba bienn.,3
36683,M,Doble Twin (2 camas),NEGOCIO,me gustóel servicio,la tv no funcionaba bien,Me gustóel servicio. la verdad la tv no funcionaba bien.,3
66597,M,Doble (1 cama),NEGOCIO,,el colchon estaba algo viejo,Pues El colchon estaba algo viejo.,3
71776,F,Doble Twin (2 camas),OTRO,la habitacion estaba lImpia,,La habitacion estaba limpia.,5
65722,M,Doble (1 cama),SALUD,el personal fue amable,se escuchaba todo del pasillo,El personal fue amable. Se escuchaba todo del pasillo.,3
58377,F,Sencilla,NEGOCIO,las camas eran cómodas,habia humedad en el cuarto,Eso sí habia humedad en el cuarto. Las camas eran cómodas.,5
11543,M,Doble (1 cama),DEPORTIVO,excelente ubicacion cerca a todo,,Excelente ubicacion cerca a todo. Sin quejas.,4
79385,M,Doble (1 cama),TURISMO,muy buen hotel en general,la comida se demoro bastante,Aunque igual la comida se demoro bastante. Muy buen hotel en general.,3
6224,M,Doble Twin (2 camas),SALUD,muy buena vista desde la habitacion,,Muy buena vista desde la habitacion.,4
57626,M,Triple,PERSONAL,la habitación estaba limpia,el pErsonal no fue muy ateento,Igualel pEesonal no fue muy ateento. La habitación estaba limpia.,3
97276,F,Doble Twin (2 camas),DEPORTIVO,,la cama no era muy comoda y la comida lleego fria,Pues La cama no era muy comoda y la comida lleego fria.,1
43247,M,Doble Twin (2 camas),TURISMO,,,estuvo ok,5
80129,F,Doble (1 cama),SALUD,,falta mantenimiento en algunas areas,Honestamente Falta mantenimiento en algunas areas.,3
33816,M,Doble Twin (2 camas),TURISMO,,se escuchaba todo del pasillo,Se escuchaba todo del pasillo.,4
4390,M,Doble Twin (2 camas),TURISMO,buena experiencia en general lo recomiendo,,Buena experiencia en general lo recomiendo. Lo recomiendo.,4
12970,M,Doble Twin (2 camas),DEPORTIVO,me gustó el servicioo,la tv no funcionaba bien,"Me gustó el servicioo, aunque la tv no funcionaba bien.",3
31005,F,Doble (1 cama),NEGOCIO,las toallas y ropa de cama limpias,la tv no funcionaba bien,Las toallas y ropa de cama limpias. aunque igual la tv no funcionaba bien.,3
89381,M,Triple,PERSONAL,buena ubicacion para moverse por la ciudad,la comida llego fria,Eso si la comida llego fria. Buena ubicacion para moverse por la cciudad.,3
76392,F,Triple,PERSONAL,el cuarto era amplio,,El cuarto era amplio. Buen hotel.,5
77955,M,Sencilla,DEPORTIVO,la ubicación es muy buena,no habia agua caliente enla mañanaa,Aunque no hsbia agua caliente enla mañanaa. La ubicacion es muy buena.,4
3719,F,Triple,DEPORTIVO,la atencion fue excelente,poca vaeiedad en el desayuno,La atencion fue excelente. Poca vaeiedad en el desayuno.,3
89117,M,Doble Twin (2 camas),TURISMO,la habitación estaba limpia,no pude dormir bienpor el ruidoo,Eso sí no pude dormir bienpor el ruidoo. La habitación estaba limpia.,3
36325,M,Triple,DEPORTIVO,la habitacion estaba limpia,falta mantenimiento en algunas areas,"La habitacion estaba limpia, eso si falta mantenimiento en algunas areas.",2
76529,M,Sencilla,NEGOCIO,el personal super amable y atento,la comida se demoro bastante,El personal super amable y atento. La comida se demoro bastante.,3
6273,M,Sencilla,SALUD,todo estuvo bien en general,habia mucho ruido en la noche,Todo estuvo bien en general. Habia mucho ruido en la noche.,4
23962,F,Sencilla,OTRO,muy bien ubicado cerca al centro,los muebles estaban algo deteriorados,Muy bienubicado cerca al centro. Los muebles estabanalgo deteriorados.,3
62669,F,Doble Twin (2 camas),OTRO,buena ubicacion para moverse por la ciudad,,Buena ubicacion para moverse por la ciudad. Sin quejas.,4
69021,F,Sencilla,DEPORTIVO,,demasiado ruido externo y el desayuno no fue loesperado y el wifi era muy lento,La verdad Demasiado ruido externo y el desayuno no fue loesperado y el wifi era muy lento.,1
86394,F,Doble (1 cama),PERSONAL,,,estuvo ok,4
58963,M,Triple,TURISMO,la habitación estaba limpia,,La habitación estaba limpia. Sin quejas.,5
37458,F,Sencilla,TURISMO,buena ubicacion para moverse por la ciudad,,Buena ubicacion para moverse por la ciudad.,4
24788,M,Doble Twin (2 camas),TURISMO,,la limpieza podria mejorar,La limpieza podria mejorar.,4
77720,M,Doble (1 cama),PERSONAL,me gusto el servicio,no pude dormir bien por el ruido y la comida se demoró bastante,"Me gusto el servicio, pero la verdad no pude dormir bien por el ruido y la comida se demoró bastante.",4
58132,M,Sencilla,SALUD,todo estuvo bien en general,el baño estaba algo descuidado,Pero el baño estaba algo descuidado. Todo estuvo bien en general.,3
84202,F,Doble Twin (2 camas),SALUD,el desayuno estuvo muy rico,se escuchaba todo del pasillo y en recepción se demoraron demasiado,El desayuno estuvo muy rico. Se escuchaba todo del pasillo y en recepción se demoraron demasiado.,5
65451,M,Doble Twin (2 camas),TURISMO,buen servicio de habitaciones,el parqueadero era muy pequeño,Eso si el parqueadero era muy pequeño. Buen servicio de habitaciones.,4
12959,F,Sencilla,DEPORTIVO,precio justo por lo que ofrece,,Precio justo por lo que ofrece. Lo recomiendo.,5
62605,F,Doble Twin (2 camas),TURISMO,limpiezza impecable,el precio era algo elevado para lo que ofrece,Limpiezzs impecable. El precio era algO elevado para lo que ofrece.,3
46607,M,Cuádruple,NEGOCIO,excelente ubicacion cerca atodo,la atencion pudo ser mejor,Aunque igual la atencion pudo ser mejor. Excelente ubicacion cerca atodo.,3
54523,M,Doble Twin (2 camas),PERSONAL,,la atrncipn pudo ser mejor y en recepcion se demoraron demasiado,Pues La atrncipn pudo ser mejor y en recepcion se demoraron demasiado.,2
44687,M,Sencilla,OTRO,,lacomida llego fria,Pues Lacomida lleego fria,4
43081,M,Triple,TURISMO,la atencion fue excelentee,demasiado ruido externO,La atencion fue excelentee. eso sí demasiado ruido externO.,3
88835,M,Triple,SALUD,,,nada especial la verdad.,4
14710,F,Doble (1 cama),NEGOCIO,muy bonitas las areas comunes,los muebles estaban algo deteriorados,Muy bonitas las areas comunes. aunque los muebles estaban algo deteriorados,3
22079,M,Suite,SALUD,muy buen hotel en general,,Muy buen hotel en geneeral.,4
44228,M,Doble (1 cama),OTRO,la habitación estaba limpia,,La habitación estaba limpia. Buen hotel.,4
54955,F,Sencilla,TURISMO,limpieza impecable,el aire acondicionado hacia ruido,La verdad el aire acomdicionado hacia ruido. Limpieza impecable.,3
91921,M,Doble (1 cama),OTRO,limpieza impecable,,Limpieza impecable. Buen hotel.,5
65942,M,Doble Twin (2 camas),DEPORTIVO,muy buen hotel en general,el cuarto era muy pequeno,Muy buen hotel en general. eso sí el cuarto era muy pequeno.,5
38777,M,Triple,NEGOCIO,la habitacion estaba limpia,,La habitacion estaba limpia. Lo recomiendo.,4
87846,M,Sencilla,SALUD,buena ubicacion para moverse por la ciufad,el parqueadero era muy pequeño,"Buena ubicacion para moverse por la ciufad, eso si el parqueadero era muy pequeño.",3
53488,F,Doble (1 cama),SALUD,,,cumple pero nada del otro mundo.,4
73102,M,Doble (1 cama),DEPORTIVO,las camas eran cómodas,,Las camas eran cómodas.,5
5809,M,Doble (1 cama),TURISMO,buena experiencia en general lo recomiendo,el personal no fue muy atento,Sin embargo el personal no fue muy atento. Buena experiencia en general lo recomiendo.,5
60614,F,Triple,SALUD,buena relación calidad precio,el cuarto era muy pequeñño,"Buena relación calidad precio, sin embargo el cuarto era muy pequeñño.",3
12542,F,Sencilla,PERSONAL,la atencion fue excelente,,La atencion fue excelente. Lo recomiendo.,4
42224,M,Doble Twin (2 camas),DEPORTIVO,muy buena vista desde la habitacion,falta mantenimiento en algunas areas,Muy buena vista desde la habitacion. pero falta mantenimiento en algunas areas.,5
34082,F,Doble Twin (2 camas),PERSONAL,el personal fue muy amable,,El personal fue muy amable.,4
43372,M,Doble Twin (2 camas),OTRO,buena relacIon calidad precio,el airE acondicionado hacia ruido,Buena relacion calidad precio. eso sí el airE acondicionado hacia ruido.,4
16194,M,Sencilla,DEPORTIVO,el wifi funcionaba bien,no habia agua caliente en la mañana,El wifi funcionaba bien. sin embargo nohabia agua caliente en la mañana.,5
53976,M,Doble Twin (2 camas),DEPORTIVO,el cuarto era amplio,se escuchaba todo del pasillo y en recepción se demoraron demasiado,El cuarto era amplio. eso si se escuchaba todo del pasillo y en recepción se demoraron demasiado.,3
68449,M,Doble Twin (2 camas),OTRO,la ubicacion es muy buena,la tv no funcionaba bien,La ubicacipn es muy buena. La tv no funcionaba bien.,4
1150,M,Sencilla,SALUD,muy bien ubicado cerca al centro,no habia agua caliente enla mañana,"Muy bien ubicado cerca al centro, pero la verdad no habia agua caliente enla mañana.",3
87200,F,Triple,PERSONAL,la recepcion fue muy cordial,el parqueadero era muy pequeño,Sin embargo el parqueadero era muy pequeño. La recepcion fue muy cordial.,3
72118,F,Doble Twin (2 camas),DEPORTIVO,la habitacion estaba limpia,el precio era algo elevado para lo que ofrece,Eso si el precio era algo elevado para lo que ofrece. La habitacion estaba limpia.,4
61552,F,Doble (1 cama),TURISMO,,habua mucho ruido en lanoche,Habua mucho ruido en lanoche.,1
55165,M,Triple,TURISMO,,el baño estaba algo descuidado,Pues El baño estaba algo descuidado.,2
8104,F,Triple,SALUD,el parqueadero fue util,el aire acondicionado hacia ruido,"El parqueadero fue util, eso sí el aire acondicionado hacia ruido.",3
25586,F,Sencilla,NEGOCIO,,la atencion pudo ser mejor,La verdad La atencion pudo ser mejor,4
68952,M,Sencilla,NEGOCIO,eLdesayuno estuvo muy rico,había mucho ruido en la noche y la atención pudo ser mejorr,Eldesayuno estuvo muy rico. Había mucho ruido en la noche y la atención pudo ser mejorr.,4
48419,M,Sencilla,TURISMO,el check in fue rapido,el colchon estaba algo viejo,El check in fue rapido. El colchon estaba algo viejo.,3
82609,M,Doble Twin (2 camas),PERSONAL,,se escuchaba todo del pasillo y el baño tenía problemas y la cama no era muy comoda,La verdad Se escuchaba todo del pasullo y el baño tenia problemas y la cama no era muy comoda.,2
66338,M,Sencilla,OTRO,el personal fue amable,se escuchaba todo del pasillo,El personal fue amable. sin embargo se escuchaba todo del pasillo.,2
82973,F,Sencilla,TURISMO,,el personalno fue muy atento y la puerta no cerraba bien,Pues El personalno fue muy atento y la puerta no cerraba bien.,2
58939,F,Sencilla,SALUD,todo estuvo bien en general,el baño estaba algo descuidado,Todo estuvo bien en general. El baño estaba algo descuidado.,4
7764,M,Sencilla,DEPORTIVO,las camas erran cómodas,,Las camas erran cómodas. Volvería.,4
27680,F,Sencilla,NEGOCIO,,el baño estaba algo descuidado,La verdad El baño estaba algo descuidado.,2
36003,M,Sencilla,OTRO,el cuarto era amplio,poca variedad en el desayuno,El cuarto era amplio. la verdad poca variedad en el desayuno.,2
72987,M,Doble Twin (2 camas),SALUD,cumple con lo que promete,,Cumple con lo que promete. Volvería.,4
18172,F,Doble (1 cama),PERSONAL,,no pude dormir bien por el ruido y la comida se demoró bastante,Pues No pude dormir bien por el ruido y la comida se demoró bastante.,2
38752,M,Triple,NEGOCIO,precio justo por lo que ofrece,no pude dormir bien por el ruido y la comida se demoró bastante,Precio justo por lo que ofrece. No pude dormir bien por el ruido y la comida se demoró bastante.,3
58424,M,Doble Twin (2 camas),NEGOCIO,,,cumple pero nada del otro mundo.,4
92521,M,Doble Twin (2 camas),NEGOCIO,,el ascensor tardaba mucho,PueS El ascensor tardaba mucho.,2
64532,F,Sencilla,NEGOCIO,el parqueadero fue util,,El parqueadero fue util.,4
16915,F,Sencilla,TURISMO,la ubicacion es muy buena,en recepcion se demoraron demasiado,La ubicacion es muy buena. pero la verdad en recepcion se demoraron demasiado.,3
4783,M,Triple,PERSONAL,,,esperaba mas la verdad.,4
83578,F,Sencilla,TURISMO,la atencion fuue excelente,,La atencion fuue excelente.,3
80806,M,Sencilla,TURISMO,,los muebles estaban algo deteriorados,Honestamente Los muebles estaban algo deteriorados.,2
32365,F,Triple,PERSONAL,me gusto el servicio,falta mantenimiento en algunas areas,Me gusto el servicio. Falta mantenimiento en algunas areas.,4
94032,F,Sencilla,OTRO,la ubicación es muy buena,,La ubicación es muy buena. Buen hotel.,5
21758,F,Triple,NEGOCIO,el desayuno estuvo muy rico,,El desayuno estuvo muy rico. Volvería.,4
41730,F,Sencilla,TURISMO,,el baño tenia problemas y no habia agua caliente en la mañana,El baño tenia problemas y no habia agua caliente en la mañana.,1
73199,F,Cuádruple,NEGOCIO,me parecio un hotel muy completo,la puerta no cerraba bien,Me parecio un hotel muy completo. pero la verdad la puerta no cerraba bien.,3
2792,F,Doble (1 cama),DEPORTIVO,precio justo por lo que ofrece,en recepcion se demoraron demasiado,Precio justo por lo que ofrece. En recepcion se demoraron demasiado.,2
73384,F,Doble (1 cama),NEGOCIO,las camas rrancomodas,rl baño tenia problemas,"Las camas rrancomodas, la verdad rl baño tenia problemas.",5
54476,M,Sencilla,PERSONAL,el restaurantedel hotelestuvo rico,,El restaurantedel hotelestuvo rico. Volvería.,5
13217,M,Sencilla,NEGOCIO,,la comida se demoro bastante,Honestamente La comida se demoro bastante.,4
15871,M,Doble (1 cama),TURISMO,las toallaS y ropa de cama limpias,no pude dormir bien por el ruido y la comida se demoró bastante,"Las toallas y ropa de cama limpias, la verdad no pude dormir bien por el ruido y la comida se demoró bastante.",3
61482,M,Sencilla,TURISMO,las camas eran comodas,no habia agua caliente en la mañana,Eso sí no habia agua caliente en la mañana. Las camas eran comodas.,2
16396,F,Sencilla,TURISMO,la ubicacion es muy buena,la limpieza podria mejorar,Eso sí la limpieza podria mejorar. La ubicacion es muy buena.,3
85896,M,Doble Twin (2 camas),PERSONAL,las camas eran cómodas,se escuchaba todo del pasillo y en recepción se demoraron demasiado,Las camas eran cómodas. pero la verdad se escuchaba todo del pasillo y en recepción se demoraron demasiado.,3
21181,M,Sencilla,PERSONAL,buena relacion calidad precio,problemas con el agua caliente,Buena relacion calidad precio. la verdad problemas con el agua caliente.,3
66323,M,Doble Twin (2 camas),TURISMO,el personal hizo todo lo posible por ayudar,poca variiedad en el desayuno,"El personal hizo todo lo posible por ayudar, pero la verdad poca variiedad en el desayuno.",5
94926,F,Doble Twin (2 camas),NEGOCIO,el parqueadero fue util,,El parqueadero fue util. Sin quejas.,4
39254,M,Triple,DEPORTIVO,buena relación calidad precio,,Buena relación calidad precio. Volvería.,4
67698,M,Doble Twin (2 camas),SALUD,,en recepcion se demoraron demasiado,En recepcion se demoraron demasiado,3
93459,F,Doble Twin (2 camas),TURISMO,,la limpieza podria mejorar,La verdad La limpieza podria mejorar.,5
36838,M,Doble Twin (2 camas),NEGOCIO,precio justo por lo que ofrece,,Precio justo por lo que ofrrece. Sin quejas.,4
